duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,attack_category,difficulty_level
56,tcp,ftp_data,SF,49733,11412,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,25,151,0.05,0.01,0.0,0.01,0.85,0.07,0.25,67,69,0.3,0.03,0.66,0.23,0.02,0.04,0.04,0.03,normal,Normal,3
24,udp,ftp_data,SF,6586,17665,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,87,54,0.02,0.04,0.03,0.04,0.79,0.12,0.09,230,67,0.73,0.02,0.12,0.13,0.03,0.01,0.0,0.02,normal,Normal,8
81,udp,telnet,SF,49214,22780,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22,195,0.01,0.04,0.02,0.01,0.83,0.07,0.11,156,41,0.84,0.01,0.93,0.04,0.01,0.0,0.03,0.02,normal,Normal,12
3,tcp,nntp,SF,18523,45236,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,29,30,0.0,0.03,0.02,0.01,0.75,0.07,0.02,252,171,0.64,0.2,0.84,0.02,0.03,0.03,0.03,0.0,normal,Normal,8
41,tcp,other,S1,4105,42869,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,93,0.04,0.01,0.01,0.02,0.96,0.04,0.11,150,10,0.17,0.01,0.95,0.11,0.02,0.04,0.05,0.05,normal,Normal,9
5,icmp,ftp_data,SF,33996,44224,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,90,186,0.04,0.04,0.04,0.0,0.84,0.18,0.06,251,83,0.46,0.0,0.88,0.04,0.04,0.03,0.02,0.04,normal,Normal,6
2579,udp,smtp,SF,1367,41006,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,19,95,0.07,0.05,0.1,0.1,0.68,0.05,0.24,49,126,0.77,0.03,0.27,0.16,0.09,0.01,0.07,0.07,r2l,R2L,18
46,udp,smtp,SF,4402,19945,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,67,91,0.05,0.04,0.03,0.04,0.79,0.09,0.23,61,177,0.38,0.03,0.2,0.1,0.01,0.01,0.04,0.01,normal,Normal,5
17,tcp,telnet,SF,7955,38850,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,35,141,0.01,0.03,0.01,0.03,0.77,0.11,0.2,70,99,0.49,0.18,0.09,0.02,0.04,0.01,0.05,0.04,normal,Normal,3
65,tcp,http,SF,41282,26966,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,96,185,0.02,0.01,0.02,0.02,0.91,0.2,0.06,205,70,0.56,0.05,0.94,0.01,0.01,0.01,0.01,0.03,normal,Normal,15
25,tcp,other,SF,45300,11673,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,78,188,0.03,0.01,0.04,0.04,0.72,0.06,0.03,234,225,0.64,0.05,0.93,0.02,0.01,0.04,0.04,0.01,normal,Normal,16
18,tcp,ftp_data,SF,340,381,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,41,50,0.28,0.1,0.34,0.51,0.37,0.99,0.22,229,54,0.58,0.17,0.54,0.27,0.27,0.12,0.37,0.47,probe,Probe,15
0,tcp,ssh,REJ,899,63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,405,21,0.81,0.94,0.01,0.07,0.91,0.15,0.28,202,119,0.73,0.18,0.51,0.21,0.76,0.72,0.0,0.03,dos,DoS,7
24,udp,dns,SF,41501,49968,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,65,121,0.05,0.04,0.01,0.02,0.92,0.05,0.22,215,78,0.75,0.08,0.76,0.13,0.04,0.01,0.02,0.02,normal,Normal,11
4495,udp,dns,SF,7094,6446,0,0,0,6,1,1,0,1,0,3,0,0,0,0,0,0,6,80,0.04,0.02,0.03,0.05,0.4,0.16,0.24,214,173,0.2,0.16,0.15,0.18,0.03,0.05,0.02,0.02,u2r,U2R,16
77,udp,http,REJ,27524,1652,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14,106,0.01,0.01,0.05,0.02,0.87,0.19,0.24,216,213,0.87,0.18,0.72,0.04,0.02,0.04,0.02,0.02,normal,Normal,5
3,tcp,nntp,SF,230,411,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,37,6,0.26,0.21,0.47,0.55,0.29,0.69,0.14,7,146,0.55,0.08,0.22,0.28,0.31,0.19,0.58,0.52,probe,Probe,1
50,icmp,dns,SF,11506,5687,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,67,162,0.01,0.04,0.03,0.02,0.71,0.12,0.25,144,231,0.5,0.2,0.22,0.16,0.0,0.03,0.04,0.0,normal,Normal,10
74,tcp,telnet,S0,13319,29943,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,75,54,0.03,0.02,0.03,0.01,0.94,0.11,0.21,195,32,0.52,0.14,0.75,0.06,0.01,0.01,0.03,0.0,normal,Normal,12
2,icmp,http,SF,32,405,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,34,149,0.33,0.19,0.65,0.74,0.2,0.58,0.2,238,169,0.23,0.0,0.1,0.25,0.5,0.2,0.33,0.58,probe,Probe,11
3,tcp,other,S0,904,20,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,233,121,0.84,0.7,0.06,0.07,1.0,0.16,0.22,102,74,0.18,0.14,0.09,0.02,0.87,0.71,0.06,0.04,dos,DoS,15
86,tcp,ftp,SF,36535,10656,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,22,5,0.04,0.01,0.03,0.02,0.89,0.01,0.19,168,216,0.53,0.13,0.95,0.19,0.05,0.01,0.01,0.03,normal,Normal,2
14,udp,ssh,REJ,414,234,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,32,57,0.15,0.16,0.68,0.5,0.35,0.94,0.27,157,136,0.31,0.14,0.72,0.03,0.37,0.38,0.58,0.61,probe,Probe,20
37,tcp,ftp_data,SF,18011,3076,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,57,25,0.02,0.02,0.04,0.01,0.77,0.14,0.03,234,154,0.8,0.01,0.86,0.04,0.04,0.03,0.02,0.01,normal,Normal,4
74,icmp,ssh,REJ,11173,2765,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,9,67,0.0,0.03,0.02,0.02,0.87,0.14,0.3,58,12,0.28,0.05,0.34,0.13,0.02,0.04,0.01,0.02,normal,Normal,4
17,udp,ftp,RSTO,27,36,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,37,16,0.34,0.35,0.55,0.5,0.25,0.54,0.1,27,192,0.33,0.07,0.87,0.3,0.33,0.12,0.32,0.78,probe,Probe,10
4231,udp,ftp,SF,988,73628,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,27,23,0.02,0.04,0.08,0.04,0.44,0.08,0.0,240,244,0.36,0.12,0.57,0.11,0.02,0.02,0.07,0.05,r2l,R2L,1
13,udp,nntp,SF,207,233,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,176,0.21,0.47,0.52,0.66,0.14,0.75,0.29,31,163,0.87,0.1,0.07,0.12,0.23,0.15,0.34,0.75,probe,Probe,16
0,tcp,telnet,SH,3671,30843,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,15,78,0.01,0.01,0.02,0.01,0.75,0.2,0.03,167,212,0.89,0.17,0.42,0.15,0.05,0.04,0.01,0.02,normal,Normal,16
96,tcp,nntp,SF,22904,3316,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,89,1,0.02,0.02,0.0,0.02,0.96,0.04,0.01,9,157,0.41,0.05,0.3,0.17,0.0,0.01,0.04,0.02,normal,Normal,16
0,tcp,ssh,SF,15,289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,17,0.45,0.26,0.74,0.33,0.17,0.93,0.28,99,40,0.24,0.07,0.41,0.05,0.42,0.15,0.73,0.75,probe,Probe,6
3815,tcp,ftp_data,SF,2779,50993,0,0,0,8,3,1,2,0,0,0,0,0,0,0,0,0,14,63,0.02,0.1,0.05,0.08,0.55,0.0,0.04,249,146,0.19,0.06,0.48,0.02,0.06,0.08,0.02,0.04,r2l,R2L,12
57,tcp,other,SF,26791,42874,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,49,93,0.05,0.04,0.01,0.03,0.75,0.03,0.22,246,127,0.13,0.19,0.02,0.03,0.01,0.0,0.01,0.0,normal,Normal,6
44,tcp,telnet,SF,42330,3937,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,151,0.02,0.03,0.04,0.03,0.79,0.15,0.08,184,118,0.79,0.17,0.91,0.15,0.0,0.03,0.01,0.03,normal,Normal,4
4,icmp,pop3,S0,958,67,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,322,53,0.81,0.96,0.1,0.07,0.9,0.19,0.27,90,251,0.41,0.12,0.83,0.18,0.71,0.78,0.07,0.06,dos,DoS,12
68,icmp,pop3,SF,41148,4200,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,85,6,0.02,0.01,0.0,0.04,0.79,0.15,0.26,51,130,0.11,0.02,0.18,0.2,0.02,0.04,0.02,0.02,normal,Normal,19
4,tcp,ftp,S0,569,83,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,417,40,0.8,0.77,0.07,0.1,0.93,0.12,0.28,26,202,0.67,0.18,0.45,0.28,0.97,0.79,0.1,0.01,dos,DoS,6
1,tcp,ftp_data,S0,525,43,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,307,179,0.99,0.92,0.09,0.07,0.93,0.13,0.12,150,51,0.58,0.04,0.92,0.08,0.85,0.88,0.09,0.05,dos,DoS,11
29,tcp,ssh,RSTO,8158,35574,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,47,25,0.03,0.04,0.0,0.0,0.95,0.0,0.25,58,210,0.62,0.04,0.24,0.28,0.03,0.03,0.04,0.05,normal,Normal,14
97,tcp,pop3,SF,7815,9296,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,40,113,0.0,0.02,0.0,0.02,0.94,0.12,0.15,206,133,0.74,0.11,0.33,0.23,0.01,0.02,0.03,0.03,normal,Normal,10
58,tcp,ftp_data,SF,44644,9051,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,25,153,0.0,0.02,0.0,0.03,0.77,0.17,0.25,2,19,0.43,0.03,1.0,0.29,0.0,0.03,0.03,0.04,normal,Normal,1
54,tcp,dns,SF,13362,14081,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,24,183,0.0,0.04,0.04,0.0,0.72,0.11,0.25,214,112,0.16,0.1,0.93,0.2,0.02,0.03,0.04,0.02,normal,Normal,19
19,icmp,ssh,SF,23292,8738,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,89,30,0.05,0.04,0.02,0.04,0.84,0.02,0.07,45,247,0.49,0.1,0.82,0.14,0.03,0.03,0.02,0.03,normal,Normal,5
64,icmp,telnet,SF,46197,20541,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,23,31,0.05,0.03,0.04,0.02,0.81,0.07,0.28,105,41,0.93,0.07,0.09,0.21,0.04,0.03,0.02,0.05,normal,Normal,3
2,tcp,dns,S0,190,89,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,297,114,0.96,0.72,0.1,0.06,0.96,0.04,0.17,145,122,0.72,0.14,0.26,0.3,0.94,0.97,0.04,0.08,dos,DoS,16
0,tcp,dns,S0,691,20,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,486,37,0.95,0.97,0.09,0.06,0.95,0.08,0.21,89,195,0.37,0.2,0.2,0.21,0.89,0.91,0.05,0.0,dos,DoS,15
4,tcp,ssh,S0,873,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,384,90,0.8,0.8,0.09,0.1,0.93,0.09,0.27,179,165,0.33,0.1,0.47,0.0,0.89,0.84,0.05,0.07,dos,DoS,9
42,tcp,http,SF,37582,29838,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,72,8,0.02,0.0,0.04,0.04,0.89,0.13,0.13,22,43,0.94,0.07,0.09,0.16,0.04,0.04,0.01,0.01,normal,Normal,16
98,tcp,telnet,SF,3996,18509,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,60,47,0.02,0.03,0.03,0.04,0.93,0.1,0.17,77,73,0.34,0.08,0.78,0.09,0.02,0.01,0.05,0.04,normal,Normal,11
18,tcp,pop3,SF,47093,27606,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,52,23,0.01,0.03,0.05,0.01,0.9,0.2,0.11,160,134,0.62,0.09,0.84,0.03,0.04,0.01,0.02,0.03,normal,Normal,15
52,tcp,pop3,SF,20417,5063,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,73,142,0.04,0.04,0.0,0.05,0.73,0.03,0.21,248,224,0.21,0.19,0.82,0.2,0.03,0.04,0.01,0.01,normal,Normal,4
50,tcp,smtp,REJ,22535,2297,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,26,180,0.05,0.03,0.02,0.02,0.82,0.19,0.28,185,94,0.88,0.2,0.1,0.15,0.04,0.03,0.04,0.02,normal,Normal,17
34,udp,other,S0,4503,9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,115,0.01,0.04,0.0,0.03,0.78,0.0,0.08,20,172,0.46,0.12,0.4,0.17,0.0,0.05,0.04,0.05,normal,Normal,19
1,tcp,telnet,RSTR,60,36,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,492,26,0.87,0.89,0.02,0.08,1.0,0.13,0.14,187,234,0.89,0.15,0.57,0.27,0.89,0.8,0.07,0.07,dos,DoS,3
44,udp,nntp,SF,45978,29250,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,65,167,0.03,0.01,0.03,0.04,0.9,0.11,0.13,3,130,0.65,0.12,0.6,0.11,0.0,0.01,0.04,0.03,normal,Normal,17
28,udp,ssh,SF,49316,3650,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,87,41,0.05,0.01,0.05,0.0,0.99,0.04,0.15,31,223,0.96,0.17,0.2,0.01,0.04,0.04,0.0,0.04,normal,Normal,18
23,tcp,dns,SF,16968,22957,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,92,97,0.05,0.02,0.03,0.02,0.84,0.16,0.11,230,251,0.96,0.18,0.82,0.16,0.01,0.01,0.02,0.03,normal,Normal,2
42,tcp,other,SF,9196,32453,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,42,166,0.0,0.0,0.0,0.05,0.92,0.08,0.22,96,103,0.37,0.1,0.97,0.21,0.04,0.05,0.03,0.04,normal,Normal,2
23,tcp,other,S0,8277,34621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,122,0.01,0.02,0.0,0.01,0.91,0.01,0.29,162,64,0.43,0.18,0.39,0.23,0.0,0.02,0.0,0.01,normal,Normal,8
87,udp,http,SF,765,25376,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,25,191,0.01,0.01,0.04,0.04,0.74,0.05,0.27,171,94,0.4,0.14,0.91,0.26,0.04,0.04,0.05,0.04,normal,Normal,13
45,tcp,http,S1,5646,32641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,115,0.03,0.02,0.04,0.0,0.94,0.08,0.11,87,11,0.16,0.03,0.44,0.24,0.04,0.02,0.02,0.01,normal,Normal,3
0,tcp,ftp_data,SF,148,22,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,15,81,0.42,0.46,0.69,0.51,0.23,0.68,0.08,152,162,0.33,0.14,0.64,0.12,0.17,0.41,0.68,0.42,probe,Probe,16
27,tcp,http,SF,14278,18834,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,45,35,0.01,0.02,0.03,0.01,0.96,0.09,0.08,237,207,0.16,0.07,0.14,0.07,0.04,0.02,0.02,0.0,normal,Normal,7
45,tcp,smtp,SF,41945,3421,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,27,78,0.04,0.05,0.04,0.0,0.76,0.08,0.16,49,22,0.4,0.13,0.39,0.18,0.05,0.01,0.05,0.04,normal,Normal,10
18,udp,pop3,REJ,175,316,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,45,195,0.33,0.4,0.56,0.46,0.39,0.84,0.16,163,11,0.5,0.06,0.87,0.11,0.21,0.16,0.76,0.59,probe,Probe,20
681,tcp,smtp,SF,1980,21632,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,26,189,0.08,0.03,0.0,0.05,0.45,0.04,0.15,65,210,0.99,0.13,0.45,0.19,0.08,0.02,0.04,0.0,r2l,R2L,1
46,udp,other,RSTR,3323,15301,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,13,75,0.01,0.04,0.01,0.0,0.93,0.0,0.02,4,176,0.56,0.02,0.82,0.28,0.04,0.04,0.05,0.04,normal,Normal,14
18,tcp,other,SF,375,450,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,8,79,0.27,0.46,0.56,0.33,0.4,0.71,0.14,238,154,0.41,0.18,0.23,0.23,0.38,0.22,0.49,0.75,probe,Probe,4
5,icmp,ftp_data,SF,18936,2837,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,85,133,0.03,0.04,0.01,0.01,0.9,0.01,0.09,236,240,0.35,0.18,0.89,0.18,0.01,0.04,0.03,0.02,normal,Normal,11
56,tcp,ftp,SF,41691,30244,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0.05,0.02,0.02,0.01,0.86,0.01,0.11,59,3,0.61,0.07,0.46,0.28,0.0,0.01,0.0,0.02,normal,Normal,1
2,udp,other,REJ,761,25,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,315,184,0.94,0.86,0.06,0.09,0.97,0.15,0.02,117,120,0.41,0.19,0.63,0.28,0.71,0.78,0.01,0.02,dos,DoS,4
4752,udp,ftp_data,SF,4532,35718,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,19,81,0.05,0.04,0.02,0.04,0.47,0.09,0.14,233,90,0.95,0.05,0.56,0.19,0.01,0.06,0.08,0.08,r2l,R2L,12
2,icmp,telnet,S0,537,15,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,504,49,0.78,0.92,0.03,0.1,0.93,0.0,0.29,150,90,0.48,0.07,0.34,0.28,0.86,0.75,0.0,0.01,dos,DoS,7
3,tcp,nntp,S0,434,23,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,223,93,0.75,0.86,0.01,0.08,0.99,0.07,0.11,42,49,0.3,0.12,0.73,0.26,0.92,0.71,0.04,0.05,dos,DoS,9
28,icmp,nntp,SF,40633,42041,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,43,146,0.04,0.02,0.01,0.01,0.77,0.06,0.22,135,69,0.7,0.15,0.03,0.15,0.02,0.03,0.03,0.01,normal,Normal,4
63,udp,telnet,S0,24374,10194,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,2,145,0.0,0.03,0.02,0.01,0.92,0.18,0.27,204,123,0.72,0.03,0.26,0.05,0.01,0.02,0.01,0.03,normal,Normal,7
3,udp,ssh,S0,454,15,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,459,188,0.95,0.73,0.05,0.01,0.94,0.02,0.02,111,226,0.99,0.16,0.9,0.22,0.93,0.73,0.06,0.08,dos,DoS,5
0,icmp,nntp,S0,281,15,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,428,10,0.98,0.98,0.02,0.05,0.92,0.04,0.13,106,74,0.42,0.05,0.86,0.18,0.8,0.9,0.07,0.01,dos,DoS,14
93,tcp,telnet,RSTO,8249,22682,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50,59,0.03,0.0,0.0,0.05,0.84,0.11,0.23,77,215,0.78,0.07,0.61,0.12,0.01,0.0,0.01,0.03,normal,Normal,2
96,tcp,ftp_data,SF,26540,28827,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,45,190,0.03,0.02,0.04,0.04,0.88,0.16,0.18,101,68,0.72,0.18,0.02,0.26,0.03,0.03,0.04,0.03,normal,Normal,19
98,tcp,http,SF,38792,36188,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,56,61,0.04,0.0,0.03,0.02,0.83,0.12,0.09,174,221,0.77,0.19,0.07,0.08,0.0,0.03,0.04,0.03,normal,Normal,14
1760,tcp,ssh,S2,1712,62669,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,16,84,0.03,0.02,0.05,0.03,0.86,0.0,0.05,174,74,0.84,0.01,0.96,0.07,0.01,0.06,0.02,0.01,r2l,R2L,18
17,tcp,telnet,SF,420,410,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,19,99,0.36,0.38,0.59,0.64,0.25,0.77,0.07,119,60,0.97,0.18,0.59,0.07,0.14,0.27,0.64,0.42,probe,Probe,16
4,tcp,nntp,S0,454,35,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,411,178,0.97,0.86,0.01,0.09,0.97,0.18,0.29,142,132,0.55,0.02,0.17,0.03,0.97,0.74,0.06,0.08,dos,DoS,6
16,tcp,other,SF,288,312,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,49,120,0.15,0.27,0.55,0.59,0.15,0.83,0.12,50,199,0.88,0.06,0.07,0.13,0.47,0.23,0.79,0.4,probe,Probe,1
86,udp,smtp,RSTO,1853,31719,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50,196,0.01,0.02,0.02,0.02,0.89,0.07,0.03,81,63,0.22,0.06,0.18,0.04,0.05,0.04,0.03,0.0,normal,Normal,4
2898,tcp,ftp,SF,3902,78281,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,150,0.02,0.07,0.07,0.01,0.62,0.18,0.06,248,154,0.34,0.0,0.06,0.2,0.03,0.04,0.03,0.04,r2l,R2L,14
4241,udp,ftp,SF,2710,8382,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,21,46,0.07,0.09,0.02,0.06,0.81,0.17,0.1,220,29,0.16,0.12,0.45,0.16,0.02,0.05,0.06,0.05,r2l,R2L,8
2,tcp,other,SF,26,198,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,28,0.48,0.19,0.65,0.63,0.18,0.91,0.28,193,43,0.35,0.14,0.27,0.09,0.29,0.24,0.66,0.48,probe,Probe,1
2342,icmp,ftp,SF,266,21646,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,111,0.04,0.01,0.02,0.02,0.56,0.04,0.0,247,175,0.7,0.07,0.31,0.12,0.04,0.01,0.0,0.07,r2l,R2L,13
3,tcp,nntp,S0,452,99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,251,3,0.79,0.91,0.05,0.09,0.95,0.1,0.24,87,176,0.85,0.09,0.33,0.17,0.92,0.77,0.03,0.1,dos,DoS,2
4,tcp,other,S0,716,83,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,418,74,0.81,0.81,0.1,0.03,0.92,0.06,0.12,210,205,0.38,0.07,0.16,0.03,0.98,0.74,0.08,0.09,dos,DoS,7
17,udp,other,SF,275,361,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,13,0.47,0.31,0.47,0.43,0.2,0.74,0.27,240,175,0.77,0.04,0.12,0.07,0.14,0.21,0.48,0.41,probe,Probe,18
30,tcp,ftp,RSTR,13200,8490,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,26,113,0.02,0.02,0.03,0.04,0.7,0.01,0.15,136,203,0.73,0.06,0.01,0.28,0.02,0.03,0.02,0.0,normal,Normal,11
6,tcp,ftp_data,SF,45283,23638,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,77,58,0.02,0.02,0.04,0.03,0.84,0.01,0.22,230,213,0.35,0.18,0.34,0.13,0.05,0.05,0.03,0.0,normal,Normal,14
0,tcp,dns,SF,312,121,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,37,54,0.18,0.35,0.72,0.72,0.15,0.79,0.25,164,175,0.82,0.11,0.16,0.13,0.18,0.34,0.49,0.57,probe,Probe,10
8,tcp,pop3,SF,5075,5948,0,0,0,7,1,1,2,0,0,0,0,0,0,0,0,0,60,94,0.04,0.02,0.0,0.03,0.79,0.07,0.1,99,94,0.4,0.2,0.14,0.04,0.05,0.03,0.05,0.01,normal,Normal,10
15,tcp,ftp_data,SF,377,121,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,25,51,0.44,0.19,0.41,0.56,0.12,0.96,0.17,126,99,0.43,0.18,0.2,0.18,0.44,0.5,0.41,0.48,probe,Probe,18
4026,tcp,ftp_data,SF,2414,84686,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,7,49,0.09,0.06,0.09,0.07,0.66,0.16,0.06,197,21,0.24,0.01,0.13,0.21,0.04,0.07,0.09,0.08,r2l,R2L,3
2,udp,http,S0,315,14,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,491,26,0.83,0.8,0.08,0.09,0.97,0.09,0.28,33,50,0.15,0.04,0.53,0.04,0.77,0.9,0.05,0.01,dos,DoS,4
0,icmp,http,S0,998,17,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,344,57,0.71,0.87,0.03,0.03,0.9,0.04,0.09,227,70,0.23,0.04,0.55,0.25,0.95,0.99,0.09,0.06,dos,DoS,1
0,udp,ftp_data,S0,126,7,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,451,153,0.96,0.83,0.06,0.02,0.9,0.07,0.04,233,131,0.15,0.15,0.78,0.16,0.94,0.89,0.05,0.09,dos,DoS,11
10,tcp,ftp_data,SF,24170,21965,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,34,12,0.04,0.03,0.0,0.02,0.85,0.1,0.16,84,5,0.85,0.04,0.43,0.15,0.03,0.0,0.03,0.01,normal,Normal,12
3,udp,ftp_data,REJ,713,72,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,443,148,0.9,0.83,0.02,0.06,0.94,0.05,0.29,53,64,0.36,0.03,0.66,0.25,0.82,0.75,0.03,0.06,dos,DoS,18
4,udp,nntp,S0,181,39,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,348,126,0.98,0.88,0.05,0.05,0.9,0.03,0.14,27,245,0.64,0.06,0.48,0.23,0.97,0.76,0.1,0.05,dos,DoS,15
37,udp,http,SF,11759,17921,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,73,28,0.02,0.03,0.04,0.05,0.83,0.17,0.24,128,243,0.37,0.01,0.05,0.23,0.05,0.04,0.04,0.01,normal,Normal,3
56,tcp,http,SF,26936,34118,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,3,156,0.01,0.05,0.02,0.0,0.96,0.04,0.09,145,8,0.74,0.04,0.71,0.19,0.02,0.02,0.0,0.05,normal,Normal,13
